Reference Area,Time Period,Sex,Age group,Units of measurement,Observation Value
MDG_Sub-Saharan Africa,2006,Male,Not applicable,Percent,37.19342
MDG_Sub-Saharan Africa,2006,All genders,Not applicable,Percent,33.35311
MDG_Sub-Saharan Africa,2005,Female,Not applicable,Percent,28.54091
MDG_Sub-Saharan Africa,2005,All genders,Not applicable,Percent,32.30114
MDG_Sub-Saharan Africa,2005,Male,Not applicable,Percent,36.00615
MDG_Sub-Saharan Africa,2004,All genders,Not applicable,Percent,31.34075
MDG_Sub-Saharan Africa,2004,Female,Not applicable,Percent,27.5432
MDG_Sub-Saharan Africa,2004,Male,Not applicable,Percent,35.08585
MDG_Sub-Saharan Africa,2003,All genders,Not applicable,Percent,29.81671
MDG_Sub-Saharan Africa,2003,Female,Not applicable,Percent,26.25815
MDG_Sub-Saharan Africa,2003,Male,Not applicable,Percent,33.33079
MDG_Sub-Saharan Africa,2002,All genders,Not applicable,Percent,28.69678
MDG_Sub-Saharan Africa,2002,Female,Not applicable,Percent,25.14285
MDG_Sub-Saharan Africa,2002,Male,Not applicable,Percent,32.21159
MDG_Sub-Saharan Africa,2001,All genders,Not applicable,Percent,27.58044
MDG_Sub-Saharan Africa,2001,Male,Not applicable,Percent,30.65163
MDG_Sub-Saharan Africa,2001,Female,Not applicable,Percent,24.47916
MDG_Sub-Saharan Africa,2000,All genders,Not applicable,Percent,26.31432
MDG_Sub-Saharan Africa,2000,Female,Not applicable,Percent,23.43476
MDG_Sub-Saharan Africa,2000,Male,Not applicable,Percent,29.16934
MDG_Sub-Saharan Africa,1999,All genders,Not applicable,Percent,25.74952
MDG_Sub-Saharan Africa,1999,Male,Not applicable,Percent,28.33056
MDG_Sub-Saharan Africa,1999,Female,Not applicable,Percent,23.14778
MDG_Sub-Saharan Africa,1998,All genders,Not applicable,Percent,25.40448
MDG_Sub-Saharan Africa,1998,Female,Not applicable,Percent,22.81006
MDG_Sub-Saharan Africa,1998,Male,Not applicable,Percent,27.97753
MDG_Sub-Saharan Africa,1997,All genders,Not applicable,Percent,24.91912
MDG_Sub-Saharan Africa,1997,Female,Not applicable,Percent,22.38067
MDG_Sub-Saharan Africa,1997,Male,Not applicable,Percent,27.43441
MDG_Sub-Saharan Africa,1996,All genders,Not applicable,Percent,24.58528
MDG_Sub-Saharan Africa,1996,Female,Not applicable,Percent,22.02971
MDG_Sub-Saharan Africa,1996,Male,Not applicable,Percent,27.11517
MDG_Sub-Saharan Africa,1995,All genders,Not applicable,Percent,24.35093
MDG_Sub-Saharan Africa,1995,Female,Not applicable,Percent,21.72759
MDG_Sub-Saharan Africa,1995,Male,Not applicable,Percent,26.948
MDG_Sub-Saharan Africa,1994,All genders,Not applicable,Percent,23.83717
MDG_Sub-Saharan Africa,1994,Female,Not applicable,Percent,20.99033
MDG_Sub-Saharan Africa,1994,Male,Not applicable,Percent,26.65737
MDG_Sub-Saharan Africa,1993,Female,Not applicable,Percent,20.78402
MDG_Sub-Saharan Africa,1993,Male,Not applicable,Percent,26.4567
MDG_Sub-Saharan Africa,1993,All genders,Not applicable,Percent,23.63338
MDG_Sub-Saharan Africa,1992,Male,Not applicable,Percent,26.42221
MDG_Sub-Saharan Africa,1992,All genders,Not applicable,Percent,23.5265
MDG_Sub-Saharan Africa,1992,Female,Not applicable,Percent,20.60389
MDG_Sub-Saharan Africa,1991,Male,Not applicable,Percent,26.57469
MDG_Sub-Saharan Africa,1991,Female,Not applicable,Percent,20.45944
MDG_Sub-Saharan Africa,1991,All genders,Not applicable,Percent,23.53176
MDG_Sub-Saharan Africa,1990,Male,Not applicable,Percent,26.50309
MDG_Sub-Saharan Africa,1990,All genders,Not applicable,Percent,23.34087
MDG_Sub-Saharan Africa,1990,Female,Not applicable,Percent,20.14684
MDG_Sub-Saharan Africa,1989,Male,Not applicable,Percent,26.55245
MDG_Sub-Saharan Africa,1989,Female,Not applicable,Percent,19.8434
MDG_Sub-Saharan Africa,1989,All genders,Not applicable,Percent,23.214
MDG_Sub-Saharan Africa,1988,Male,Not applicable,Percent,27.35731
MDG_Sub-Saharan Africa,1988,All genders,Not applicable,Percent,23.81024
MDG_Sub-Saharan Africa,1988,Female,Not applicable,Percent,20.22975
MDG_Sub-Saharan Africa,1987,Male,Not applicable,Percent,27.49517
MDG_Sub-Saharan Africa,1987,Female,Not applicable,Percent,20.20584
MDG_Sub-Saharan Africa,1987,All genders,Not applicable,Percent,23.86813
MDG_Sub-Saharan Africa,1986,Male,Not applicable,Percent,27.63264
MDG_Sub-Saharan Africa,1986,All genders,Not applicable,Percent,23.6962
MDG_Sub-Saharan Africa,1986,Female,Not applicable,Percent,19.71875
MDG_Sub-Saharan Africa,1985,Male,Not applicable,Percent,29.21229
MDG_Sub-Saharan Africa,1985,Female,Not applicable,Percent,19.04337
MDG_Sub-Saharan Africa,1985,All genders,Not applicable,Percent,24.15308
MDG_Sub-Saharan Africa,1984,Male,Not applicable,Percent,29.65438
MDG_Sub-Saharan Africa,1984,All genders,Not applicable,Percent,23.69052
MDG_Sub-Saharan Africa,1984,Female,Not applicable,Percent,17.67292
MDG_Sub-Saharan Africa,1983,Male,Not applicable,Percent,27.94697
MDG_Sub-Saharan Africa,1983,Female,Not applicable,Percent,17.26151
MDG_Sub-Saharan Africa,1983,All genders,Not applicable,Percent,22.62652
MDG_Sub-Saharan Africa,1982,All genders,Not applicable,Percent,21.37618
MDG_Sub-Saharan Africa,1982,Male,Not applicable,Percent,25.80764
MDG_Sub-Saharan Africa,1982,Female,Not applicable,Percent,16.91064
MDG_Sub-Saharan Africa,1981,All genders,Not applicable,Percent,19.9941
MDG_Sub-Saharan Africa,1981,Male,Not applicable,Percent,24.23827
MDG_Sub-Saharan Africa,1981,Female,Not applicable,Percent,15.72059
MDG_Sub-Saharan Africa,1980,All genders,Not applicable,Percent,18.71515
MDG_Sub-Saharan Africa,1980,Female,Not applicable,Percent,14.65366
MDG_Sub-Saharan Africa,1980,Male,Not applicable,Percent,22.74935
MDG_Sub-Saharan Africa,1979,All genders,Not applicable,Percent,17.52903
MDG_Sub-Saharan Africa,1979,Male,Not applicable,Percent,21.19887
MDG_Sub-Saharan Africa,1979,Female,Not applicable,Percent,13.83518
MDG_Sub-Saharan Africa,1978,All genders,Not applicable,Percent,16.61035
MDG_Sub-Saharan Africa,1978,Female,Not applicable,Percent,13.22805
MDG_Sub-Saharan Africa,1978,Male,Not applicable,Percent,19.97055
MDG_Sub-Saharan Africa,1977,All genders,Not applicable,Percent,15.78352
MDG_Sub-Saharan Africa,1977,Female,Not applicable,Percent,12.57758
MDG_Sub-Saharan Africa,1977,Male,Not applicable,Percent,18.96672
MDG_Sub-Saharan Africa,1976,All genders,Not applicable,Percent,15.21231
MDG_Sub-Saharan Africa,1976,Female,Not applicable,Percent,12.19875
MDG_Sub-Saharan Africa,1976,Male,Not applicable,Percent,18.20187
MDG_Sub-Saharan Africa,1975,All genders,Not applicable,Percent,14.69486
MDG_Sub-Saharan Africa,1975,Female,Not applicable,Percent,11.86607
MDG_Sub-Saharan Africa,1975,Male,Not applicable,Percent,17.50251
MDG_Western Asia,2014,Male,Not applicable,Percent,83.79293
MDG_Western Asia,2014,All genders,Not applicable,Percent,79.9311
MDG_Western Asia,2014,Female,Not applicable,Percent,75.8852
MDG_Western Asia,2013,Female,Not applicable,Percent,75.11121
MDG_Western Asia,2013,All genders,Not applicable,Percent,78.68241
MDG_Western Asia,2013,Male,Not applicable,Percent,82.09459
MDG_Western Asia,2012,Male,Not applicable,Percent,79.47815
MDG_Western Asia,2012,All genders,Not applicable,Percent,75.68
MDG_Western Asia,2012,Female,Not applicable,Percent,71.71714
MDG_Western Asia,2011,Female,Not applicable,Percent,71.81555
MDG_Western Asia,2011,All genders,Not applicable,Percent,76.39673
MDG_Western Asia,2011,Male,Not applicable,Percent,80.81207
MDG_Western Asia,2010,Male,Not applicable,Percent,78.35239
MDG_Western Asia,2010,All genders,Not applicable,Percent,74.13049
MDG_Western Asia,2010,Female,Not applicable,Percent,69.74838
MDG_Western Asia,2009,Female,Not applicable,Percent,68.01956
MDG_Western Asia,2009,All genders,Not applicable,Percent,72.34446
MDG_Western Asia,2009,Male,Not applicable,Percent,76.50337
MDG_Western Asia,2008,Female,Not applicable,Percent,69.95132
MDG_Western Asia,2008,Male,Not applicable,Percent,79.44338
MDG_Western Asia,2008,All genders,Not applicable,Percent,74.79739
MDG_Western Asia,2007,Female,Not applicable,Percent,69.47087
MDG_Western Asia,2007,All genders,Not applicable,Percent,74.94467
MDG_Western Asia,2007,Male,Not applicable,Percent,80.18638
MDG_Western Asia,2006,Female,Not applicable,Percent,68.01508
MDG_Western Asia,2006,Male,Not applicable,Percent,79.65355
MDG_Western Asia,2006,All genders,Not applicable,Percent,73.95585
MDG_Western Asia,2005,Female,Not applicable,Percent,66.06519
MDG_Western Asia,2005,All genders,Not applicable,Percent,72.28224
MDG_Western Asia,2005,Male,Not applicable,Percent,78.25013
MDG_Western Asia,2004,Female,Not applicable,Percent,64.72094
MDG_Western Asia,2004,Male,Not applicable,Percent,79.89072
MDG_Western Asia,2004,All genders,Not applicable,Percent,72.45471
MDG_Western Asia,2003,Female,Not applicable,Percent,63.23695
MDG_Western Asia,2003,All genders,Not applicable,Percent,71.82861
MDG_Western Asia,2003,Male,Not applicable,Percent,80.10826
MDG_Western Asia,2002,Female,Not applicable,Percent,59.83781
MDG_Western Asia,2002,Male,Not applicable,Percent,78.02329
MDG_Western Asia,2002,All genders,Not applicable,Percent,69.08226
MDG_Western Asia,2001,Female,Not applicable,Percent,57.26412
MDG_Western Asia,2001,All genders,Not applicable,Percent,66.63547
MDG_Western Asia,2001,Male,Not applicable,Percent,75.73186
MDG_Western Asia,2000,Female,Not applicable,Percent,53.5932
MDG_Western Asia,2000,Male,Not applicable,Percent,70.96482
MDG_Western Asia,2000,All genders,Not applicable,Percent,62.40053
MDG_Western Asia,1999,Female,Not applicable,Percent,51.27348
MDG_Western Asia,1999,All genders,Not applicable,Percent,60.6171
MDG_Western Asia,1999,Male,Not applicable,Percent,69.69521
MDG_Western Asia,1998,Female,Not applicable,Percent,49.57254
MDG_Western Asia,1998,Male,Not applicable,Percent,67.58274
MDG_Western Asia,1998,All genders,Not applicable,Percent,58.71705
MDG_Western Asia,1997,All genders,Not applicable,Percent,56.51832
MDG_Western Asia,1997,Female,Not applicable,Percent,47.59471
MDG_Western Asia,1997,Male,Not applicable,Percent,65.1578
MDG_Western Asia,1996,All genders,Not applicable,Percent,56.44183
MDG_Western Asia,1996,Female,Not applicable,Percent,47.05288
MDG_Western Asia,1996,Male,Not applicable,Percent,65.54032
MDG_Western Asia,1995,All genders,Not applicable,Percent,56.16905
MDG_Western Asia,1995,Male,Not applicable,Percent,65.68484
MDG_Western Asia,1995,Female,Not applicable,Percent,46.35576
MDG_Western Asia,1994,All genders,Not applicable,Percent,54.74564
MDG_Western Asia,1994,Female,Not applicable,Percent,45.10593
MDG_Western Asia,1994,Male,Not applicable,Percent,64.10146
MDG_Western Asia,1993,All genders,Not applicable,Percent,53.7577
MDG_Western Asia,1993,Male,Not applicable,Percent,63.43557
MDG_Western Asia,1993,Female,Not applicable,Percent,43.7959
MDG_Western Asia,1992,All genders,Not applicable,Percent,52.11376
MDG_Western Asia,1992,Male,Not applicable,Percent,61.9271
MDG_Western Asia,1992,Female,Not applicable,Percent,42.02088
MDG_Western Asia,1991,All genders,Not applicable,Percent,51.74472
MDG_Western Asia,1991,Male,Not applicable,Percent,61.93235
MDG_Western Asia,1991,Female,Not applicable,Percent,41.26926
MDG_Western Asia,1990,All genders,Not applicable,Percent,51.34475
MDG_Western Asia,1990,Male,Not applicable,Percent,61.7422
MDG_Western Asia,1990,Female,Not applicable,Percent,40.65636
MDG_Western Asia,1989,All genders,Not applicable,Percent,51.24974
MDG_Western Asia,1989,Male,Not applicable,Percent,62.00048
MDG_Western Asia,1989,Female,Not applicable,Percent,40.20043
MDG_Western Asia,1988,All genders,Not applicable,Percent,50.38554
MDG_Western Asia,1988,Male,Not applicable,Percent,61.3196
MDG_Western Asia,1988,Female,Not applicable,Percent,39.15618
MDG_Western Asia,1987,All genders,Not applicable,Percent,49.72627
MDG_Western Asia,1987,Male,Not applicable,Percent,61.02849
MDG_Western Asia,1987,Female,Not applicable,Percent,38.143
MDG_Western Asia,1986,Male,Not applicable,Percent,60.90238
MDG_Western Asia,1986,Female,Not applicable,Percent,37.25214
MDG_Western Asia,1986,All genders,Not applicable,Percent,49.19681
MDG_Western Asia,1985,Male,Not applicable,Percent,59.27212
MDG_Western Asia,1985,All genders,Not applicable,Percent,47.77903
MDG_Western Asia,1985,Female,Not applicable,Percent,36.04313
MDG_Western Asia,1984,Male,Not applicable,Percent,57.54197
MDG_Western Asia,1984,Female,Not applicable,Percent,34.62568
MDG_Western Asia,1984,All genders,Not applicable,Percent,46.21079
MDG_Western Asia,1983,Male,Not applicable,Percent,56.60387
MDG_Western Asia,1983,All genders,Not applicable,Percent,45.30374
MDG_Western Asia,1983,Female,Not applicable,Percent,33.73699
MDG_Western Asia,1982,Male,Not applicable,Percent,57.01058
MDG_Western Asia,1982,Female,Not applicable,Percent,33.14958
MDG_Western Asia,1982,All genders,Not applicable,Percent,45.2226
MDG_Western Asia,1981,Male,Not applicable,Percent,56.31947
MDG_Western Asia,1981,All genders,Not applicable,Percent,44.21885
MDG_Western Asia,1981,Female,Not applicable,Percent,31.82685
MDG_Western Asia,1980,Male,Not applicable,Percent,56.88773
MDG_Western Asia,1980,Female,Not applicable,Percent,30.89868
MDG_Western Asia,1980,All genders,Not applicable,Percent,44.04042
MDG_Western Asia,1979,Female,Not applicable,Percent,29.2607
MDG_Western Asia,1979,All genders,Not applicable,Percent,42.19415
MDG_Western Asia,1979,Male,Not applicable,Percent,54.85828
MDG_Western Asia,1978,Female,Not applicable,Percent,27.9839
MDG_Western Asia,1978,Male,Not applicable,Percent,53.71366
MDG_Western Asia,1978,All genders,Not applicable,Percent,40.97051
MDG_Western Asia,1977,Female,Not applicable,Percent,26.34665
MDG_Western Asia,1977,All genders,Not applicable,Percent,38.77642
MDG_Western Asia,1977,Male,Not applicable,Percent,51.00734
MDG_Western Asia,1976,Female,Not applicable,Percent,24.70092
MDG_Western Asia,1976,Male,Not applicable,Percent,48.95897
MDG_Western Asia,1976,All genders,Not applicable,Percent,36.90517
MDG_Western Asia,1975,Female,Not applicable,Percent,23.27024
MDG_Western Asia,1975,All genders,Not applicable,Percent,35.35945
MDG_Western Asia,1975,Male,Not applicable,Percent,47.33806
Mexico,2014,All genders,Not applicable,Percent,90.54969
Mexico,2014,Female,Not applicable,Percent,93.46494
Mexico,2014,Male,Not applicable,Percent,87.72533
Mexico,2013,All genders,Not applicable,Percent,87.03738
Mexico,2013,Male,Not applicable,Percent,84.29542
Mexico,2013,Female,Not applicable,Percent,89.86803
Mexico,2012,All genders,Not applicable,Percent,85.09176
Mexico,2012,Female,Not applicable,Percent,88.26031
Mexico,2012,Male,Not applicable,Percent,82.02438
Mexico,2011,All genders,Not applicable,Percent,83.52263
Mexico,2011,Male,Not applicable,Percent,80.31129
Mexico,2011,Female,Not applicable,Percent,86.8435
Mexico,2010,All genders,Not applicable,Percent,83.18589
Mexico,2010,Female,Not applicable,Percent,86.80646
Mexico,2010,Male,Not applicable,Percent,79.68779
Mexico,2009,All genders,Not applicable,Percent,82.57072
Mexico,2009,Male,Not applicable,Percent,78.76181
Mexico,2009,Female,Not applicable,Percent,86.51653
Mexico,2008,All genders,Not applicable,Percent,83.25813
Mexico,2008,Female,Not applicable,Percent,87.16186
Mexico,2008,Male,Not applicable,Percent,79.49299
Mexico,2007,All genders,Not applicable,Percent,81.81571
Mexico,2007,Male,Not applicable,Percent,78.2213
Mexico,2007,Female,Not applicable,Percent,85.54561
Mexico,2006,Male,Not applicable,Percent,77.38481
Mexico,2006,Female,Not applicable,Percent,84.56791
Mexico,2006,All genders,Not applicable,Percent,80.90894
Mexico,2005,Female,Not applicable,Percent,82.61874
Mexico,2005,All genders,Not applicable,Percent,79.23291
Mexico,2005,Male,Not applicable,Percent,75.96872
Mexico,2004,Female,Not applicable,Percent,81.83457
Mexico,2004,Male,Not applicable,Percent,75.38113
Mexico,2004,All genders,Not applicable,Percent,78.55181
Mexico,2003,Female,Not applicable,Percent,80.84235
Mexico,2003,All genders,Not applicable,Percent,77.30063
Mexico,2003,Male,Not applicable,Percent,73.87036
Mexico,2002,Female,Not applicable,Percent,76.21089
Mexico,2002,Male,Not applicable,Percent,71.49055
Mexico,2002,All genders,Not applicable,Percent,73.81749
Mexico,2001,Female,Not applicable,Percent,73.04302
Mexico,2001,All genders,Not applicable,Percent,71.46404
Mexico,2001,Male,Not applicable,Percent,69.92132
Mexico,2000,Male,Not applicable,Percent,68.93225
Mexico,2000,All genders,Not applicable,Percent,69.91109
Mexico,2000,Female,Not applicable,Percent,70.90905
Mexico,1999,Female,Not applicable,Percent,68.0051
Mexico,1999,All genders,Not applicable,Percent,67.47894
Mexico,1999,Male,Not applicable,Percent,66.96192
Mexico,1998,Male,Not applicable,Percent,65.35071
Mexico,1998,All genders,Not applicable,Percent,65.41217
Mexico,1998,Female,Not applicable,Percent,65.47472
Mexico,1997,Female,Not applicable,Percent,61.65268
Mexico,1997,All genders,Not applicable,Percent,61.84128
Mexico,1997,Male,Not applicable,Percent,62.02625
Mexico,1996,Male,Not applicable,Percent,59.4086
Mexico,1996,All genders,Not applicable,Percent,59.40044
Mexico,1996,Female,Not applicable,Percent,59.39209
Mexico,1995,Female,Not applicable,Percent,56.97339
Mexico,1995,All genders,Not applicable,Percent,56.80064
Mexico,1995,Male,Not applicable,Percent,56.63112
Mexico,1994,Male,Not applicable,Percent,54.43504
Mexico,1994,All genders,Not applicable,Percent,54.4587
Mexico,1994,Female,Not applicable,Percent,54.48275
Mexico,1993,Female,Not applicable,Percent,52.5211
Mexico,1993,All genders,Not applicable,Percent,52.82501
Mexico,1993,Male,Not applicable,Percent,53.12461
Mexico,1992,Male,Not applicable,Percent,52.87609
Mexico,1992,All genders,Not applicable,Percent,52.01745
Mexico,1992,Female,Not applicable,Percent,51.14775
Mexico,1991,Female,Not applicable,Percent,51.79128
Mexico,1991,All genders,Not applicable,Percent,51.8368
Mexico,1991,Male,Not applicable,Percent,51.88178
Mexico,1990,Male,Not applicable,Percent,52.94998
Mexico,1990,All genders,Not applicable,Percent,52.67737
Mexico,1990,Female,Not applicable,Percent,52.40144
Mexico,1989,All genders,Not applicable,Percent,53.78431
Mexico,1989,Female,Not applicable,Percent,53.30838
Mexico,1989,Male,Not applicable,Percent,54.25436
Mexico,1988,All genders,Not applicable,Percent,54.28585
Mexico,1988,Male,Not applicable,Percent,55.18983
Mexico,1988,Female,Not applicable,Percent,53.37031
Mexico,1987,All genders,Not applicable,Percent,54.86029
Mexico,1987,Female,Not applicable,Percent,53.67776
Mexico,1987,Male,Not applicable,Percent,56.02775
Mexico,1986,All genders,Not applicable,Percent,55.4243
Mexico,1986,Male,Not applicable,Percent,56.94655
Mexico,1986,Female,Not applicable,Percent,53.88263
Mexico,1985,All genders,Not applicable,Percent,55.18579
Mexico,1985,Female,Not applicable,Percent,52.33431
Mexico,1985,Male,Not applicable,Percent,58.00283
Mexico,1984,All genders,Not applicable,Percent,55.76455
Mexico,1984,Male,Not applicable,Percent,58.08255
Mexico,1984,Female,Not applicable,Percent,53.41882
Mexico,1983,All genders,Not applicable,Percent,54.51869
Mexico,1983,Male,Not applicable,Percent,57.3798
Mexico,1983,Female,Not applicable,Percent,51.62341
Mexico,1982,All genders,Not applicable,Percent,52.6202
Mexico,1982,Male,Not applicable,Percent,55.39069
Mexico,1982,Female,Not applicable,Percent,49.81639
Mexico,1981,All genders,Not applicable,Percent,48.291
Mexico,1981,Male,Not applicable,Percent,51.16958
Mexico,1981,Female,Not applicable,Percent,45.37748
Mexico,1980,All genders,Not applicable,Percent,44.8879
Mexico,1980,Female,Not applicable,Percent,40.39318
Mexico,1980,Male,Not applicable,Percent,49.33226
Mexico,1979,All genders,Not applicable,Percent,42.19309
Mexico,1979,Male,Not applicable,Percent,46.56399
Mexico,1979,Female,Not applicable,Percent,37.77628
Mexico,1978,All genders,Not applicable,Percent,38.86797
Mexico,1978,Female,Not applicable,Percent,35.32478
Mexico,1978,Male,Not applicable,Percent,42.37692
Mexico,1977,All genders,Not applicable,Percent,37.19692
Mexico,1977,Male,Not applicable,Percent,41.51659
Mexico,1977,Female,Not applicable,Percent,32.837
Mexico,1976,All genders,Not applicable,Percent,34.28358
Mexico,1976,Female,Not applicable,Percent,27.17327
Mexico,1976,Male,Not applicable,Percent,41.32827
Mexico,1975,All genders,Not applicable,Percent,30.65731
Mexico,1975,Male,Not applicable,Percent,36.31226
Mexico,1975,Female,Not applicable,Percent,24.94976
"Micronesia, Federated States of",2005,Female,Not applicable,Percent,86.69417
"Micronesia, Federated States of",2005,Male,Not applicable,Percent,80.08809
"Micronesia, Federated States of",2005,All genders,Not applicable,Percent,83.21533
"Micronesia, Federated States of",2004,All genders,Not applicable,Percent,82.51466
"Micronesia, Federated States of",2004,Male,Not applicable,Percent,80.16222
"Micronesia, Federated States of",2004,Female,Not applicable,Percent,85.13828
"Micronesia, Federated States of",1977,Female,Not applicable,Percent,157.52253
"Micronesia, Federated States of",1977,Male,Not applicable,Percent,167.81866
"Micronesia, Federated States of",1977,All genders,Not applicable,Percent,163.00022
"Micronesia, Federated States of",1976,All genders,Not applicable,Percent,166.13589
"Micronesia, Federated States of",1976,Male,Not applicable,Percent,170.54153
"Micronesia, Federated States of",1976,Female,Not applicable,Percent,161.05238
Moldova,2014,Female,Not applicable,Percent,87.88927
Moldova,2014,All genders,Not applicable,Percent,87.32076
Moldova,2014,Male,Not applicable,Percent,86.78095
Moldova,2013,All genders,Not applicable,Percent,88.33605
Moldova,2013,Male,Not applicable,Percent,87.7819
Moldova,2013,Female,Not applicable,Percent,88.91749
Moldova,2012,All genders,Not applicable,Percent,88.19587
Moldova,2012,Female,Not applicable,Percent,88.96159
Moldova,2012,Male,Not applicable,Percent,87.4636
Moldova,2011,All genders,Not applicable,Percent,87.71937
Moldova,2011,Male,Not applicable,Percent,86.81078
Moldova,2011,Female,Not applicable,Percent,88.66706
Moldova,2010,All genders,Not applicable,Percent,87.98113
Moldova,2010,Female,Not applicable,Percent,89.02747
Moldova,2010,Male,Not applicable,Percent,86.97663
Moldova,2009,All genders,Not applicable,Percent,88.59664
Moldova,2009,Female,Not applicable,Percent,89.68982
Moldova,2009,Male,Not applicable,Percent,87.54304
Moldova,2008,All genders,Not applicable,Percent,88.23476
Moldova,2008,Female,Not applicable,Percent,89.55086
Moldova,2008,Male,Not applicable,Percent,86.96538
Moldova,2007,All genders,Not applicable,Percent,88.55391
Moldova,2007,Female,Not applicable,Percent,89.96575
Moldova,2007,Male,Not applicable,Percent,87.19238
Moldova,2006,All genders,Not applicable,Percent,89.32212
Moldova,2006,Female,Not applicable,Percent,91.31293
Moldova,2006,Male,Not applicable,Percent,87.41175
Moldova,2005,All genders,Not applicable,Percent,88.06252
Moldova,2005,Female,Not applicable,Percent,89.95884
Moldova,2005,Male,Not applicable,Percent,86.23788
Moldova,2004,All genders,Not applicable,Percent,86.88434
Moldova,2004,Female,Not applicable,Percent,88.95916
Moldova,2004,Male,Not applicable,Percent,84.88437
Moldova,2003,All genders,Not applicable,Percent,85.07275
Moldova,2003,Female,Not applicable,Percent,86.60253
Moldova,2003,Male,Not applicable,Percent,83.59417
Moldova,2002,All genders,Not applicable,Percent,83.44441
Moldova,2002,Female,Not applicable,Percent,84.67732
Moldova,2002,Male,Not applicable,Percent,82.25261
Moldova,2001,All genders,Not applicable,Percent,81.46826
Moldova,2001,Female,Not applicable,Percent,82.46256
Moldova,2001,Male,Not applicable,Percent,80.50301
Moldova,2000,All genders,Not applicable,Percent,81.59142
Moldova,2000,Male,Not applicable,Percent,80.6979
Moldova,2000,Female,Not applicable,Percent,82.51073
Moldova,1999,All genders,Not applicable,Percent,82.91058
Moldova,1999,Female,Not applicable,Percent,82.094
Moldova,1999,Male,Not applicable,Percent,83.72757
Moldova,1997,All genders,Not applicable,Percent,79.80442
Moldova,1997,Male,Not applicable,Percent,78.57723
Moldova,1997,Female,Not applicable,Percent,81.0658
Moldova,1996,All genders,Not applicable,Percent,80.32251
Moldova,1996,Female,Not applicable,Percent,81.64163
Moldova,1996,Male,Not applicable,Percent,79.0385
Moldova,1995,All genders,Not applicable,Percent,81.78429
Moldova,1995,Male,Not applicable,Percent,80.13833
Moldova,1995,Female,Not applicable,Percent,83.47461
Moldova,1994,All genders,Not applicable,Percent,83.71185
Moldova,1994,Female,Not applicable,Percent,87.72218
Moldova,1994,Male,Not applicable,Percent,79.8024
Moldova,1993,All genders,Not applicable,Percent,84.66684
Moldova,1993,Male,Not applicable,Percent,80.32159
Moldova,1993,Female,Not applicable,Percent,89.11535
Moldova,1992,All genders,Not applicable,Percent,87.17623
Moldova,1992,Female,Not applicable,Percent,91.1671
Moldova,1992,Male,Not applicable,Percent,83.26662
Moldova,1991,All genders,Not applicable,Percent,90.44514
Moldova,1991,Male,Not applicable,Percent,86.62048
Moldova,1991,Female,Not applicable,Percent,94.33796
Moldova,1990,Female,Not applicable,Percent,98.14267
Moldova,1990,Male,Not applicable,Percent,89.95848
Moldova,1990,All genders,Not applicable,Percent,94.0151
Mongolia,2014,Male,Not applicable,Percent,89.60729
Mongolia,2014,All genders,Not applicable,Percent,90.71871
Mongolia,2014,Female,Not applicable,Percent,91.85097
Mongolia,2010,All genders,Not applicable,Percent,91.59255
Mongolia,2010,Female,Not applicable,Percent,94.84226
Mongolia,2010,Male,Not applicable,Percent,88.40378
Mongolia,2009,All genders,Not applicable,Percent,97.67402
Mongolia,2009,Male,Not applicable,Percent,94.16756
Mongolia,2009,Female,Not applicable,Percent,101.24804
Mongolia,2006,All genders,Not applicable,Percent,89.87297
Mongolia,2006,Female,Not applicable,Percent,94.18372
Mongolia,2006,Male,Not applicable,Percent,85.60605
Mongolia,2005,All genders,Not applicable,Percent,90.29015
Mongolia,2005,Male,Not applicable,Percent,85.61171
Mongolia,2005,Female,Not applicable,Percent,95.01077
Mongolia,2004,All genders,Not applicable,Percent,87.82219
Mongolia,2004,Female,Not applicable,Percent,92.69419
Mongolia,2004,Male,Not applicable,Percent,82.99841
Mongolia,2003,All genders,Not applicable,Percent,82.79044
Mongolia,2003,Male,Not applicable,Percent,77.19784
Mongolia,2003,Female,Not applicable,Percent,88.45461
Mongolia,2002,Male,Not applicable,Percent,69.45436
Mongolia,2002,Female,Not applicable,Percent,82.61992
Mongolia,2002,All genders,Not applicable,Percent,75.98173
Mongolia,2001,All genders,Not applicable,Percent,71.66781
Mongolia,2001,Male,Not applicable,Percent,64.68395
Mongolia,2001,Female,Not applicable,Percent,78.80386
Mongolia,2000,Female,Not applicable,Percent,72.19883
Mongolia,2000,Male,Not applicable,Percent,58.2134
Mongolia,2000,All genders,Not applicable,Percent,65.11853
Mongolia,1999,All genders,Not applicable,Percent,61.12354
Mongolia,1999,Male,Not applicable,Percent,53.83288
Mongolia,1999,Female,Not applicable,Percent,68.58577
Mongolia,1998,Female,Not applicable,Percent,70.89921
Mongolia,1998,Male,Not applicable,Percent,53.04148
Mongolia,1998,All genders,Not applicable,Percent,61.89417
Mongolia,1997,All genders,Not applicable,Percent,61.04325
Mongolia,1997,Male,Not applicable,Percent,51.85936
Mongolia,1997,Female,Not applicable,Percent,70.30435
Mongolia,1996,Female,Not applicable,Percent,72.12484
Mongolia,1996,Male,Not applicable,Percent,54.69917
Mongolia,1996,All genders,Not applicable,Percent,63.40889
Mongolia,1995,All genders,Not applicable,Percent,62.69551
